Unnamed: 0,MM/DD/YYYY,YEAR,MONTH,DAY,TMAX,TMIN
54262,2017-08-02,2017,8,2,300.0,206.0
54263,2017-08-03,2017,8,3,306.0,200.0
54264,2017-08-04,2017,8,4,289.0,206.0
54265,2017-08-05,2017,8,5,256.0,206.0
54266,2017-08-06,2017,8,6,244.0,178.0
54267,2017-08-07,2017,8,7,217.0,178.0
54268,2017-08-08,2017,8,8,256.0,183.0
54269,2017-08-09,2017,8,9,294.0,178.0
54270,2017-08-10,2017,8,10,283.0,200.0
54271,2017-08-11,2017,8,11,278.0,206.0
54272,2017-08-12,2017,8,12,250.0,178.0
54273,2017-08-13,2017,8,13,283.0,217.0
54274,2017-08-14,2017,8,14,267.0,211.0
54275,2017-08-15,2017,8,15,233.0,200.0
54276,2017-08-16,2017,8,16,306.0,211.0
54277,2017-08-17,2017,8,17,283.0,206.0
54278,2017-08-18,2017,8,18,278.0,228.0
54279,2017-08-19,2017,8,19,300.0,228.0
54280,2017-08-20,2017,8,20,272.0,206.0
54281,2017-08-21,2017,8,21,306.0,217.0
54282,2017-08-22,2017,8,22,317.0,222.0
54283,2017-08-23,2017,8,23,272.0,211.0
54284,2017-08-24,2017,8,24,267.0,183.0
54285,2017-08-25,2017,8,25,256.0,172.0
54286,2017-08-26,2017,8,26,256.0,167.0
54287,2017-08-27,2017,8,27,256.0,172.0
54288,2017-08-28,2017,8,28,244.0,172.0
54289,2017-08-29,2017,8,29,200.0,161.0
54290,2017-08-30,2017,8,30,256.0,156.0
54291,2017-08-31,2017,8,31,272.0,178.0
54292,2017-09-01,2017,9,1,217.0,128.0
54293,2017-09-02,2017,9,2,200.0,122.0
54294,2017-09-03,2017,9,3,206.0,150.0
54295,2017-09-04,2017,9,4,267.0,161.0
54296,2017-09-05,2017,9,5,294.0,206.0
54297,2017-09-06,2017,9,6,222.0,161.0
54298,2017-09-07,2017,9,7,217.0,150.0
54299,2017-09-08,2017,9,8,217.0,144.0
54300,2017-09-09,2017,9,9,211.0,128.0
54301,2017-09-10,2017,9,10,222.0,139.0
54302,2017-09-11,2017,9,11,244.0,128.0
54303,2017-09-12,2017,9,12,256.0,150.0
54304,2017-09-13,2017,9,13,283.0,178.0
54305,2017-09-14,2017,9,14,272.0,211.0
54306,2017-09-15,2017,9,15,272.0,194.0
54307,2017-09-16,2017,9,16,278.0,211.0
54308,2017-09-17,2017,9,17,272.0,200.0
54309,2017-09-18,2017,9,18,228.0,200.0
54310,2017-09-19,2017,9,19,256.0,206.0
54311,2017-09-20,2017,9,20,261.0,217.0
54312,2017-09-21,2017,9,21,267.0,217.0
54313,2017-09-22,2017,9,22,278.0,189.0
54314,2017-09-23,2017,9,23,306.0,200.0
54315,2017-09-24,2017,9,24,328.0,206.0
54316,2017-09-25,2017,9,25,311.0,211.0
54317,2017-09-26,2017,9,26,289.0,200.0
54318,2017-09-27,2017,9,27,306.0,206.0
54319,2017-09-28,2017,9,28,261.0,150.0
54320,2017-09-29,2017,9,29,200.0,128.0
54321,2017-09-30,2017,9,30,189.0,122.0
54322,2017-10-01,2017,10,1,200.0,100.0
54323,2017-10-02,2017,10,2,228.0,111.0
54324,2017-10-03,2017,10,3,217.0,139.0
54325,2017-10-04,2017,10,4,239.0,133.0
54326,2017-10-05,2017,10,5,283.0,183.0
54327,2017-10-06,2017,10,6,278.0,200.0
54328,2017-10-07,2017,10,7,272.0,189.0
54329,2017-10-08,2017,10,8,250.0,222.0
54330,2017-10-09,2017,10,9,250.0,217.0
54331,2017-10-10,2017,10,10,272.0,189.0
54332,2017-10-11,2017,10,11,250.0,156.0
54333,2017-10-12,2017,10,12,178.0,128.0
54334,2017-10-13,2017,10,13,194.0,111.0
54335,2017-10-14,2017,10,14,222.0,161.0
54336,2017-10-15,2017,10,15,233.0,183.0
54337,2017-10-16,2017,10,16,206.0,78.0
54338,2017-10-17,2017,10,17,144.0,56.0
54339,2017-10-18,2017,10,18,222.0,100.0
54340,2017-10-19,2017,10,19,217.0,133.0
54341,2017-10-20,2017,10,20,228.0,139.0
54342,2017-10-21,2017,10,21,256.0,133.0
54343,2017-10-22,2017,10,22,244.0,139.0
54344,2017-10-23,2017,10,23,233.0,161.0
54345,2017-10-24,2017,10,24,233.0,194.0
54346,2017-10-25,2017,10,25,194.0,139.0
54347,2017-10-26,2017,10,26,144.0,100.0
54348,2017-10-27,2017,10,27,167.0,83.0
54349,2017-10-28,2017,10,28,206.0,128.0
54350,2017-10-29,2017,10,29,194.0,156.0
54351,2017-10-30,2017,10,30,161.0,78.0
54352,2017-10-31,2017,10,31,139.0,72.0
54353,2017-11-01,2017,11,1,150.0,61.0
54354,2017-11-02,2017,11,2,222.0,144.0
54355,2017-11-03,2017,11,3,233.0,106.0
54356,2017-11-04,2017,11,4,133.0,78.0
54357,2017-11-05,2017,11,5,161.0,106.0
54358,2017-11-06,2017,11,6,189.0,78.0
54359,2017-11-07,2017,11,7,94.0,44.0
54360,2017-11-08,2017,11,8,94.0,39.0
54361,2017-11-09,2017,11,9,128.0,39.0
54362,2017-11-10,2017,11,10,106.0,-38.0
54363,2017-11-11,2017,11,11,33.0,-43.0
54364,2017-11-12,2017,11,12,78.0,0.0
54365,2017-11-13,2017,11,13,83.0,39.0
54366,2017-11-14,2017,11,14,89.0,17.0
54367,2017-11-15,2017,11,15,106.0,28.0
54368,2017-11-16,2017,11,16,139.0,61.0
54369,2017-11-17,2017,11,17,83.0,28.0
54370,2017-11-18,2017,11,18,133.0,11.0
54371,2017-11-19,2017,11,19,150.0,33.0
54372,2017-11-20,2017,11,20,83.0,22.0
54373,2017-11-21,2017,11,21,144.0,56.0
54374,2017-11-22,2017,11,22,133.0,17.0
54375,2017-11-23,2017,11,23,61.0,-5.0
54376,2017-11-24,2017,11,24,100.0,17.0
54377,2017-11-25,2017,11,25,139.0,61.0
54378,2017-11-26,2017,11,26,106.0,44.0
54379,2017-11-27,2017,11,27,106.0,39.0
54380,2017-11-28,2017,11,28,122.0,22.0
54381,2017-11-29,2017,11,29,172.0,56.0
54382,2017-11-30,2017,11,30,117.0,33.0
54383,2017-12-01,2017,12,1,111.0,56.0
54384,2017-12-02,2017,12,2,89.0,39.0
54385,2017-12-03,2017,12,3,89.0,56.0
54386,2017-12-04,2017,12,4,106.0,44.0
54387,2017-12-05,2017,12,5,161.0,100.0
54388,2017-12-06,2017,12,6,150.0,44.0
54389,2017-12-07,2017,12,7,67.0,28.0
54390,2017-12-08,2017,12,8,39.0,11.0
54391,2017-12-09,2017,12,9,17.0,-10.0
54392,2017-12-10,2017,12,10,39.0,-16.0
54393,2017-12-11,2017,12,11,50.0,6.0
54394,2017-12-12,2017,12,12,100.0,-16.0
54395,2017-12-13,2017,12,13,-5.0,-66.0
54396,2017-12-14,2017,12,14,0.0,-55.0
54397,2017-12-15,2017,12,15,-21.0,-66.0
54398,2017-12-16,2017,12,16,39.0,-49.0
54399,2017-12-17,2017,12,17,33.0,0.0
54400,2017-12-18,2017,12,18,83.0,11.0
54401,2017-12-19,2017,12,19,128.0,72.0
54402,2017-12-20,2017,12,20,106.0,11.0
54403,2017-12-21,2017,12,21,39.0,0.0
54404,2017-12-22,2017,12,22,100.0,17.0
54405,2017-12-23,2017,12,23,89.0,33.0
54406,2017-12-24,2017,12,24,50.0,22.0
54407,2017-12-25,2017,12,25,33.0,-21.0
54408,2017-12-26,2017,12,26,-21.0,-49.0
54409,2017-12-27,2017,12,27,-43.0,-82.0
54410,2017-12-28,2017,12,28,-77.0,-116.0
54411,2017-12-29,2017,12,29,-55.0,-116.0
54412,2017-12-30,2017,12,30,-49.0,-82.0
54413,2017-12-31,2017,12,31,-60.0,-127.0
54414,2018-01-01,2018,1,1,-71.0,-138.0
54415,2018-01-02,2018,1,2,-32.0,-105.0
54416,2018-01-03,2018,1,3,-10.0,-88.0
54417,2018-01-04,2018,1,4,-16.0,-71.0
54418,2018-01-05,2018,1,5,-71.0,-127.0
54419,2018-01-06,2018,1,6,-105.0,-143.0
54420,2018-01-07,2018,1,7,-77.0,-149.0
54421,2018-01-08,2018,1,8,-5.0,-82.0
54422,2018-01-09,2018,1,9,67.0,-10.0
54423,2018-01-10,2018,1,10,61.0,-10.0
54424,2018-01-11,2018,1,11,117.0,50.0
54425,2018-01-12,2018,1,12,161.0,67.0
54426,2018-01-13,2018,1,13,144.0,-71.0
54427,2018-01-14,2018,1,14,-38.0,-93.0
54428,2018-01-15,2018,1,15,-10.0,-88.0
54429,2018-01-16,2018,1,16,22.0,-38.0
54430,2018-01-17,2018,1,17,22.0,-55.0
54431,2018-01-18,2018,1,18,0.0,-77.0
54432,2018-01-19,2018,1,19,50.0,-43.0
54433,2018-01-20,2018,1,20,111.0,33.0
54434,2018-01-21,2018,1,21,100.0,56.0
54435,2018-01-22,2018,1,22,94.0,33.0
54436,2018-01-23,2018,1,23,156.0,33.0
54437,2018-01-24,2018,1,24,67.0,-27.0
54438,2018-01-25,2018,1,25,11.0,-49.0
54439,2018-01-26,2018,1,26,33.0,-32.0
54440,2018-01-27,2018,1,27,133.0,17.0
54441,2018-01-28,2018,1,28,128.0,78.0
54442,2018-01-29,2018,1,29,83.0,17.0
54443,2018-01-30,2018,1,30,22.0,-43.0
54444,2018-01-31,2018,1,31,6.0,-77.0
54445,2018-02-01,2018,2,1,72.0,0.0
54446,2018-02-02,2018,2,2,50.0,-82.0
54447,2018-02-03,2018,2,3,-5.0,-88.0
54448,2018-02-04,2018,2,4,78.0,-10.0
54449,2018-02-05,2018,2,5,44.0,-32.0
54450,2018-02-06,2018,2,6,28.0,-32.0
54451,2018-02-07,2018,2,7,72.0,-10.0
54452,2018-02-08,2018,2,8,6.0,-38.0
54453,2018-02-09,2018,2,9,39.0,-32.0
54454,2018-02-10,2018,2,10,100.0,39.0
54455,2018-02-11,2018,2,11,167.0,72.0
54456,2018-02-12,2018,2,12,167.0,0.0
54457,2018-02-13,2018,2,13,33.0,-32.0
54458,2018-02-14,2018,2,14,117.0,17.0
54459,2018-02-15,2018,2,15,167.0,78.0
54460,2018-02-16,2018,2,16,144.0,22.0
54461,2018-02-17,2018,2,17,44.0,-21.0
54462,2018-02-18,2018,2,18,67.0,6.0
54463,2018-02-19,2018,2,19,94.0,22.0
54464,2018-02-20,2018,2,20,194.0,83.0
54465,2018-02-21,2018,2,21,256.0,128.0
54466,2018-02-22,2018,2,22,150.0,28.0
54467,2018-02-23,2018,2,23,56.0,22.0
54468,2018-02-24,2018,2,24,128.0,56.0
54469,2018-02-25,2018,2,25,67.0,44.0
54470,2018-02-26,2018,2,26,111.0,61.0
54471,2018-02-27,2018,2,27,133.0,39.0
54472,2018-02-28,2018,2,28,161.0,56.0
54473,2018-03-01,2018,3,1,156.0,67.0
54474,2018-03-02,2018,3,2,67.0,11.0
54475,2018-03-03,2018,3,3,94.0,22.0
54476,2018-03-04,2018,3,4,67.0,11.0
54477,2018-03-05,2018,3,5,61.0,6.0
54478,2018-03-06,2018,3,6,83.0,0.0
54479,2018-03-07,2018,3,7,39.0,6.0
54480,2018-03-08,2018,3,8,39.0,6.0
54481,2018-03-09,2018,3,9,56.0,-10.0
54482,2018-03-10,2018,3,10,44.0,-5.0
54483,2018-03-11,2018,3,11,72.0,0.0
54484,2018-03-12,2018,3,12,61.0,0.0
54485,2018-03-13,2018,3,13,44.0,6.0
54486,2018-03-14,2018,3,14,50.0,-5.0
54487,2018-03-15,2018,3,15,89.0,0.0
54488,2018-03-16,2018,3,16,44.0,-10.0
54489,2018-03-17,2018,3,17,89.0,-27.0
54490,2018-03-18,2018,3,18,61.0,-21.0
54491,2018-03-19,2018,3,19,83.0,6.0
54492,2018-03-20,2018,3,20,39.0,-10.0
54493,2018-03-21,2018,3,21,39.0,-5.0
54494,2018-03-22,2018,3,22,100.0,0.0
54495,2018-03-23,2018,3,23,94.0,17.0
54496,2018-03-24,2018,3,24,106.0,17.0
54497,2018-03-25,2018,3,25,72.0,6.0
54498,2018-03-26,2018,3,26,100.0,11.0
54499,2018-03-27,2018,3,27,83.0,11.0
54500,2018-03-28,2018,3,28,111.0,33.0
54501,2018-03-29,2018,3,29,117.0,94.0
54502,2018-03-30,2018,3,30,167.0,67.0
54503,2018-03-31,2018,3,31,144.0,39.0
54504,2018-04-01,2018,4,1,156.0,61.0
54505,2018-04-02,2018,4,2,61.0,6.0
54506,2018-04-03,2018,4,3,61.0,39.0
54507,2018-04-04,2018,4,4,133.0,44.0
54508,2018-04-05,2018,4,5,72.0,11.0
54509,2018-04-06,2018,4,6,167.0,28.0
54510,2018-04-07,2018,4,7,94.0,28.0
54511,2018-04-08,2018,4,8,78.0,0.0
54512,2018-04-09,2018,4,9,94.0,0.0
54513,2018-04-10,2018,4,10,106.0,33.0
54514,2018-04-11,2018,4,11,106.0,28.0
54515,2018-04-12,2018,4,12,172.0,78.0
54516,2018-04-13,2018,4,13,278.0,156.0
54517,2018-04-14,2018,4,14,250.0,67.0
54518,2018-04-15,2018,4,15,67.0,33.0
54519,2018-04-16,2018,4,16,156.0,39.0
54520,2018-04-17,2018,4,17,83.0,39.0
54521,2018-04-18,2018,4,18,128.0,28.0
54522,2018-04-19,2018,4,19,94.0,33.0
54523,2018-04-20,2018,4,20,100.0,28.0
54524,2018-04-21,2018,4,21,172.0,39.0
54525,2018-04-22,2018,4,22,194.0,67.0
54526,2018-04-23,2018,4,23,200.0,78.0
54527,2018-04-24,2018,4,24,189.0,78.0
54528,2018-04-25,2018,4,25,156.0,111.0
54529,2018-04-26,2018,4,26,211.0,128.0
54530,2018-04-27,2018,4,27,150.0,106.0
54531,2018-04-28,2018,4,28,200.0,100.0
54532,2018-04-29,2018,4,29,150.0,83.0
54533,2018-04-30,2018,4,30,106.0,67.0
54534,2018-05-01,2018,5,1,267.0,89.0
54535,2018-05-02,2018,5,2,322.0,183.0
54536,2018-05-03,2018,5,3,333.0,211.0
54537,2018-05-04,2018,5,4,289.0,222.0
54538,2018-05-05,2018,5,5,244.0,161.0
54539,2018-05-06,2018,5,6,189.0,133.0
54540,2018-05-07,2018,5,7,250.0,122.0
54541,2018-05-08,2018,5,8,233.0,117.0
54542,2018-05-09,2018,5,9,250.0,122.0
54543,2018-05-10,2018,5,10,189.0,122.0
54544,2018-05-11,2018,5,11,228.0,156.0
54545,2018-05-12,2018,5,12,172.0,106.0
54546,2018-05-13,2018,5,13,122.0,111.0
54547,2018-05-14,2018,5,14,217.0,111.0
54548,2018-05-15,2018,5,15,311.0,161.0
54549,2018-05-16,2018,5,16,178.0,133.0
54550,2018-05-17,2018,5,17,217.0,133.0
54551,2018-05-18,2018,5,18,194.0,133.0
54552,2018-05-19,2018,5,19,133.0,94.0
54553,2018-05-20,2018,5,20,272.0,133.0
54554,2018-05-21,2018,5,21,261.0,144.0
54555,2018-05-22,2018,5,22,200.0,128.0
54556,2018-05-23,2018,5,23,272.0,150.0
54557,2018-05-24,2018,5,24,283.0,172.0
54558,2018-05-25,2018,5,25,300.0,183.0
54559,2018-05-26,2018,5,26,317.0,222.0
54560,2018-05-27,2018,5,27,267.0,133.0
54561,2018-05-28,2018,5,28,206.0,133.0
54562,2018-05-29,2018,5,29,317.0,172.0
54563,2018-05-30,2018,5,30,256.0,161.0
54564,2018-05-31,2018,5,31,200.0,172.0
54565,2018-06-01,2018,6,1,272.0,183.0
54566,2018-06-02,2018,6,2,306.0,189.0
54567,2018-06-03,2018,6,3,189.0,106.0
54568,2018-06-04,2018,6,4,217.0,106.0
54569,2018-06-05,2018,6,5,239.0,144.0
54570,2018-06-06,2018,6,6,217.0,144.0
54571,2018-06-07,2018,6,7,217.0,156.0
54572,2018-06-08,2018,6,8,278.0,156.0
54573,2018-06-09,2018,6,9,283.0,194.0
54574,2018-06-10,2018,6,10,228.0,144.0
54575,2018-06-11,2018,6,11,228.0,144.0
54576,2018-06-12,2018,6,12,239.0,139.0
54577,2018-06-13,2018,6,13,256.0,172.0
54578,2018-06-14,2018,6,14,289.0,194.0
54579,2018-06-15,2018,6,15,244.0,172.0
54580,2018-06-16,2018,6,16,294.0,178.0
54581,2018-06-17,2018,6,17,328.0,189.0
54582,2018-06-18,2018,6,18,328.0,228.0
54583,2018-06-19,2018,6,19,311.0,239.0
54584,2018-06-20,2018,6,20,283.0,206.0
54585,2018-06-21,2018,6,21,283.0,183.0
54586,2018-06-22,2018,6,22,239.0,167.0
54587,2018-06-23,2018,6,23,189.0,167.0
54588,2018-06-24,2018,6,24,289.0,189.0
54589,2018-06-25,2018,6,25,272.0,194.0
54590,2018-06-26,2018,6,26,256.0,161.0
54591,2018-06-27,2018,6,27,228.0,189.0
54592,2018-06-28,2018,6,28,283.0,211.0
54593,2018-06-29,2018,6,29,317.0,211.0
54594,2018-06-30,2018,6,30,339.0,222.0
54595,2018-07-01,2018,7,1,356.0,261.0
54596,2018-07-02,2018,7,2,350.0,261.0
54597,2018-07-03,2018,7,3,333.0,250.0
54598,2018-07-04,2018,7,4,300.0,250.0
54599,2018-07-05,2018,7,5,322.0,244.0
54600,2018-07-06,2018,7,6,267.0,206.0
54601,2018-07-07,2018,7,7,256.0,167.0
54602,2018-07-08,2018,7,8,289.0,167.0
54603,2018-07-09,2018,7,9,306.0,194.0
54604,2018-07-10,2018,7,10,339.0,222.0
54605,2018-07-11,2018,7,11,311.0,233.0
54606,2018-07-12,2018,7,12,289.0,178.0
54607,2018-07-13,2018,7,13,289.0,200.0
54608,2018-07-14,2018,7,14,311.0,211.0
54609,2018-07-15,2018,7,15,283.0,206.0
54610,2018-07-16,2018,7,16,322.0,239.0
54611,2018-07-17,2018,7,17,311.0,211.0
54612,2018-07-18,2018,7,18,294.0,189.0
54613,2018-07-19,2018,7,19,283.0,189.0
54614,2018-07-20,2018,7,20,278.0,206.0
54615,2018-07-21,2018,7,21,261.0,183.0
54616,2018-07-22,2018,7,22,261.0,211.0
54617,2018-07-23,2018,7,23,267.0,228.0
54618,2018-07-24,2018,7,24,278.0,239.0
54619,2018-07-25,2018,7,25,250.0,222.0
54620,2018-07-26,2018,7,26,294.0,222.0
54621,2018-07-27,2018,7,27,300.0,200.0
54622,2018-07-28,2018,7,28,294.0,211.0
54623,2018-07-29,2018,7,29,278.0,211.0
54624,2018-07-30,2018,7,30,256.0,200.0
54625,2018-07-31,2018,7,31,278.0,200.0
54626,2018-08-01,2018,8,1,289.0,233.0
54627,2018-08-02,2018,8,2,300.0,244.0
54628,2018-08-03,2018,8,3,294.0,228.0
54629,2018-08-04,2018,8,4,289.0,222.0
54630,2018-08-05,2018,8,5,328.0,228.0
54631,2018-08-06,2018,8,6,333.0,250.0
54632,2018-08-07,2018,8,7,322.0,233.0
54633,2018-08-08,2018,8,8,322.0,244.0
54634,2018-08-09,2018,8,9,300.0,228.0
54635,2018-08-10,2018,8,10,300.0,222.0
54636,2018-08-11,2018,8,11,267.0,211.0
54637,2018-08-12,2018,8,12,289.0,222.0
54638,2018-08-13,2018,8,13,239.0,217.0
54639,2018-08-14,2018,8,14,278.0,217.0
54640,2018-08-15,2018,8,15,300.0,211.0
54641,2018-08-16,2018,8,16,311.0,244.0
54642,2018-08-17,2018,8,17,306.0,222.0
54643,2018-08-18,2018,8,18,294.0,217.0
54644,2018-08-19,2018,8,19,222.0,194.0
54645,2018-08-20,2018,8,20,233.0,194.0
54646,2018-08-21,2018,8,21,261.0,189.0
54647,2018-08-22,2018,8,22,278.0,217.0
54648,2018-08-23,2018,8,23,250.0,183.0
54649,2018-08-24,2018,8,24,278.0,183.0
54650,2018-08-25,2018,8,25,267.0,200.0
54651,2018-08-26,2018,8,26,283.0,206.0
54652,2018-08-27,2018,8,27,311.0,233.0
54653,2018-08-28,2018,8,28,344.0,261.0
54654,2018-08-29,2018,8,29,333.0,272.0
54655,2018-08-30,2018,8,30,322.0,256.0
54656,2018-08-31,2018,8,31,256.0,206.0
54657,2018-09-01,2018,9,1,256.0,206.0
54658,2018-09-02,2018,9,2,272.0,200.0
54659,2018-09-03,2018,9,3,322.0,239.0
54660,2018-09-04,2018,9,4,333.0,250.0
54661,2018-09-05,2018,9,5,317.0,250.0
54662,2018-09-06,2018,9,6,339.0,228.0
54663,2018-09-07,2018,9,7,239.0,206.0
54664,2018-09-08,2018,9,8,217.0,161.0
54665,2018-09-09,2018,9,9,167.0,128.0
54666,2018-09-10,2018,9,10,178.0,122.0
54667,2018-09-11,2018,9,11,233.0,167.0
54668,2018-09-12,2018,9,12,250.0,217.0
54669,2018-09-13,2018,9,13,244.0,206.0
54670,2018-09-14,2018,9,14,239.0,200.0
54671,2018-09-15,2018,9,15,267.0,194.0
54672,2018-09-16,2018,9,16,289.0,194.0
54673,2018-09-17,2018,9,17,261.0,200.0
54674,2018-09-18,2018,9,18,261.0,211.0
54675,2018-09-19,2018,9,19,272.0,200.0
54676,2018-09-20,2018,9,20,222.0,183.0
54677,2018-09-21,2018,9,21,222.0,194.0
54678,2018-09-22,2018,9,22,233.0,167.0
54679,2018-09-23,2018,9,23,189.0,156.0
54680,2018-09-24,2018,9,24,206.0,139.0
54681,2018-09-25,2018,9,25,228.0,150.0
54682,2018-09-26,2018,9,26,278.0,206.0
54683,2018-09-27,2018,9,27,222.0,161.0
54684,2018-09-28,2018,9,28,183.0,133.0
54685,2018-09-29,2018,9,29,222.0,144.0
54686,2018-09-30,2018,9,30,211.0,122.0
54687,2018-10-01,2018,10,1,244.0,172.0
54688,2018-10-02,2018,10,2,250.0,183.0
54689,2018-10-03,2018,10,3,233.0,172.0
54690,2018-10-04,2018,10,4,244.0,161.0
54691,2018-10-05,2018,10,5,217.0,156.0
54692,2018-10-06,2018,10,6,200.0,172.0
54693,2018-10-07,2018,10,7,261.0,194.0
54694,2018-10-08,2018,10,8,233.0,178.0
54695,2018-10-09,2018,10,9,250.0,189.0
54696,2018-10-10,2018,10,10,267.0,217.0
54697,2018-10-11,2018,10,11,250.0,206.0
54698,2018-10-12,2018,10,12,200.0,106.0
54699,2018-10-13,2018,10,13,128.0,78.0
54700,2018-10-14,2018,10,14,144.0,83.0
54701,2018-10-15,2018,10,15,200.0,111.0
54702,2018-10-16,2018,10,16,156.0,83.0
54703,2018-10-17,2018,10,17,161.0,78.0
54704,2018-10-18,2018,10,18,100.0,56.0
54705,2018-10-19,2018,10,19,156.0,61.0
54706,2018-10-20,2018,10,20,167.0,106.0
54707,2018-10-21,2018,10,21,106.0,39.0
54708,2018-10-22,2018,10,22,100.0,39.0
54709,2018-10-23,2018,10,23,172.0,94.0
54710,2018-10-24,2018,10,24,122.0,67.0
54711,2018-10-25,2018,10,25,106.0,44.0
54712,2018-10-26,2018,10,26,100.0,33.0
54713,2018-10-27,2018,10,27,106.0,67.0
54714,2018-10-28,2018,10,28,111.0,72.0
54715,2018-10-29,2018,10,29,133.0,83.0
54716,2018-10-30,2018,10,30,128.0,56.0
54717,2018-10-31,2018,10,31,178.0,67.0
54718,2018-11-01,2018,11,1,211.0,139.0
54719,2018-11-02,2018,11,2,222.0,178.0
54720,2018-11-03,2018,11,3,183.0,89.0
54721,2018-11-04,2018,11,4,128.0,61.0
54722,2018-11-05,2018,11,5,117.0,89.0
54723,2018-11-06,2018,11,6,150.0,94.0
54724,2018-11-07,2018,11,7,167.0,106.0
54725,2018-11-08,2018,11,8,133.0,72.0
54726,2018-11-09,2018,11,9,111.0,44.0
54727,2018-11-10,2018,11,10,100.0,11.0
54728,2018-11-11,2018,11,11,78.0,6.0
54729,2018-11-12,2018,11,12,94.0,28.0
54730,2018-11-13,2018,11,13,100.0,61.0
54731,2018-11-14,2018,11,14,61.0,0.0
54732,2018-11-15,2018,11,15,44.0,-21.0
54733,2018-11-16,2018,11,16,72.0,11.0
54734,2018-11-17,2018,11,17,83.0,28.0
54735,2018-11-18,2018,11,18,67.0,39.0
54736,2018-11-19,2018,11,19,100.0,50.0
54737,2018-11-20,2018,11,20,83.0,39.0
54738,2018-11-21,2018,11,21,67.0,-27.0
54739,2018-11-22,2018,11,22,-21.0,-82.0
54740,2018-11-23,2018,11,23,0.0,-93.0
54741,2018-11-24,2018,11,24,94.0,-5.0
54742,2018-11-25,2018,11,25,128.0,72.0
54743,2018-11-26,2018,11,26,117.0,72.0
54744,2018-11-27,2018,11,27,72.0,28.0
54745,2018-11-28,2018,11,28,56.0,22.0
54746,2018-11-29,2018,11,29,78.0,33.0
54747,2018-11-30,2018,11,30,61.0,33.0
54748,2018-12-01,2018,12,1,78.0,22.0
54749,2018-12-02,2018,12,2,133.0,56.0
54750,2018-12-03,2018,12,3,128.0,78.0
54751,2018-12-04,2018,12,4,78.0,-5.0
54752,2018-12-05,2018,12,5,28.0,-21.0
54753,2018-12-06,2018,12,6,44.0,-10.0
54754,2018-12-07,2018,12,7,39.0,-21.0
54755,2018-12-08,2018,12,8,22.0,-43.0
54756,2018-12-09,2018,12,9,22.0,-21.0
54757,2018-12-10,2018,12,10,39.0,-16.0
54758,2018-12-11,2018,12,11,50.0,-16.0
54759,2018-12-12,2018,12,12,50.0,6.0
54760,2018-12-13,2018,12,13,44.0,6.0
54761,2018-12-14,2018,12,14,106.0,44.0
54762,2018-12-15,2018,12,15,111.0,78.0
54763,2018-12-16,2018,12,16,78.0,17.0
54764,2018-12-17,2018,12,17,78.0,28.0
54765,2018-12-18,2018,12,18,44.0,-21.0
54766,2018-12-19,2018,12,19,56.0,-32.0
54767,2018-12-20,2018,12,20,83.0,28.0
54768,2018-12-21,2018,12,21,161.0,83.0
54769,2018-12-22,2018,12,22,122.0,44.0
54770,2018-12-23,2018,12,23,61.0,22.0
54771,2018-12-24,2018,12,24,61.0,22.0
54772,2018-12-25,2018,12,25,44.0,6.0
54773,2018-12-26,2018,12,26,61.0,0.0
54774,2018-12-27,2018,12,27,67.0,28.0
54775,2018-12-28,2018,12,28,156.0,61.0
54776,2018-12-29,2018,12,29,139.0,39.0
54777,2018-12-30,2018,12,30,44.0,6.0
54778,2018-12-31,2018,12,31,89.0,22.0
54779,2019-01-01,2019,1,1,144.0,39.0
54780,2019-01-02,2019,1,2,44.0,17.0
54781,2019-01-03,2019,1,3,67.0,28.0
54782,2019-01-04,2019,1,4,83.0,17.0
54783,2019-01-05,2019,1,5,83.0,50.0
54784,2019-01-06,2019,1,6,94.0,-5.0
54785,2019-01-07,2019,1,7,11.0,-38.0
54786,2019-01-08,2019,1,8,72.0,11.0
54787,2019-01-09,2019,1,9,72.0,11.0
54788,2019-01-10,2019,1,10,11.0,-21.0
54789,2019-01-11,2019,1,11,-10.0,-60.0
54790,2019-01-12,2019,1,12,11.0,-66.0
54791,2019-01-13,2019,1,13,6.0,-38.0
54792,2019-01-14,2019,1,14,0.0,-55.0
54793,2019-01-15,2019,1,15,22.0,-38.0
54794,2019-01-16,2019,1,16,39.0,-10.0
54795,2019-01-17,2019,1,17,6.0,-43.0
54796,2019-01-18,2019,1,18,39.0,-16.0
54797,2019-01-19,2019,1,19,28.0,0.0
54798,2019-01-20,2019,1,20,56.0,-99.0
54799,2019-01-21,2019,1,21,-99.0,-155.0
54800,2019-01-22,2019,1,22,-5.0,-105.0
54801,2019-01-23,2019,1,23,111.0,-5.0
54802,2019-01-24,2019,1,24,150.0,17.0
54803,2019-01-25,2019,1,25,44.0,-21.0
54804,2019-01-26,2019,1,26,17.0,-43.0
54805,2019-01-27,2019,1,27,94.0,0.0
54806,2019-01-28,2019,1,28,33.0,-38.0
54807,2019-01-29,2019,1,29,61.0,-38.0
54808,2019-01-30,2019,1,30,17.0,-143.0
54809,2019-01-31,2019,1,31,-88.0,-166.0
54810,2019-02-01,2019,2,1,-60.0,-116.0
54811,2019-02-02,2019,2,2,11.0,-88.0
54812,2019-02-03,2019,2,3,117.0,6.0
54813,2019-02-04,2019,2,4,161.0,50.0
54814,2019-02-05,2019,2,5,183.0,67.0
